Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
"Índice de volumen físico base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Chihuahua<C1>",76.787678546858,80.513234982115,82.122291046163,87.86718213506,88.93366720655,97.412647711696,81.675458878,81.169706295387,80.34873817097,88.191075470389,88.046740089034,90.683604428958,98.163204936311,99.688578852525,101.379992907542,100,99.87999942559,90.21167035608,98.47550504998,109.843882590481,115.755861728527
"Índice de volumen físico base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Ciudad de México<C1>",88.557201110686,92.480880109797,95.302688454343,99.150611412549,96.936546105295,100.565449379225,92.292247695368,89.128037128903,89.604931182478,89.571923742691,89.58835738059,89.496189882621,93.446749220236,95.185608576919,97.907630071251,100,99.644419059503,85.703965356785,93.545173600959,102.112756474322,106.062697580198
"Índice de volumen físico base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Durango<C1>",94.86720103482,97.140651593194,97.682423546008,100.078927497599,97.443859647715,108.457816398078,97.864070736242,91.374771606964,93.089213910691,93.658140260807,94.751658432347,94.7945967243,96.883222450203,100.10556833656,96.962053655613,100,101.332683896014,89.598750448361,100.433114241855,102.837554274691,103.885879312185
"Índice de volumen físico base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Guanajuato<C1>",67.658106553381,69.964203208936,71.204269997009,74.266571256953,73.255212690097,76.746025063564,69.971408447612,72.452600681231,75.393957090814,74.923556572673,78.506083706502,87.132104389613,96.28734873914,100.455050780774,102.332545580736,100,97.963028401615,86.109218396054,96.735980712503,101.745780298773,106.388424737899
"Índice de volumen físico base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Guerrero<C1>",110.232125821397,118.149716853663,127.212202662223,128.683015036459,125.000246441324,134.63380209422,117.89024994711,105.315398134174,102.240501287772,100.994485527828,97.52682440091,105.10304575358,100.919247202217,98.310035992229,93.36601861445,100,102.436373694693,88.106514215115,100.697306779681,99.267003461384,103.475597801356
"Índice de volumen físico base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Hidalgo<C1>",90.093271948567,94.263116804179,95.9025801685,96.038546804554,94.939104015613,99.649096906666,91.42891485823,86.581148723282,85.88465706704,86.421734977502,84.018309250032,86.128194453958,91.566821103928,93.498506057235,93.607018904211,100,105.576255808577,94.566920633612,106.550239103993,119.803287006588,123.143649485272
"Índice de volumen físico base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Jalisco<C1>",80.735121866564,82.648951443685,86.760207399969,90.92074340185,90.49655219578,97.004086620465,85.782831006483,86.260874455993,82.671266850532,86.609967425741,86.244085563014,90.426011656775,95.443817988389,95.877808832774,97.170295301538,100,104.260846125586,87.564615147323,97.131678581977,104.374421513883,107.037052030986
"Índice de volumen físico base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|México<C1>",92.309503486623,92.735141418198,99.885649433125,107.088776832632,106.151781417884,109.22970900863,96.666035882359,98.390172375525,100.537532773283,102.444656532658,101.920031581013,97.430254128984,92.243562277012,94.377824977474,98.246882524661,100,97.697466513678,85.518851540289,93.838988391345,96.622153011842,98.199118000022
"Índice de volumen físico base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Michoacán de Ocampo<C1>",87.907912821269,91.537591226245,88.65944390639,90.770485541257,88.749284717682,94.018381609051,86.455301830227,80.696262815928,80.568154240722,79.230540218992,76.941618528351,83.614198085888,94.404516210063,96.70254074638,97.319440341992,100,100.3038801035,92.271632861587,101.985341239227,106.472832208097,114.874312942533
"Índice de volumen físico base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Morelos<C1>",92.38234807275,95.476394801391,98.555770295857,98.065449541248,97.748123922265,98.42271563151,88.552104387732,87.573692703399,91.397341934714,91.376760397651,93.883653692232,95.702684018674,102.253136688962,104.820685021208,103.714894590413,100,97.209032083063,83.93402936388,91.149394276306,87.126473450229,91.968462167695
"Índice de volumen físico base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Nayarit<C1>",91.279820088016,96.39642361541,107.590040348614,110.648524308632,100.398092960078,107.756607740287,101.269006902283,95.978974502257,98.552368700409,93.085561396913,95.802058416051,89.204716237525,93.512483871637,97.178011240687,100.020485614962,100,106.907647713496,88.411410445179,102.064331607751,118.370994063407,128.871728284225
"Índice de volumen físico base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Nuevo León<C1>",80.680954952195,82.897255567794,82.483199111063,87.912494785564,88.870553035383,90.772742486724,79.667195989249,80.669424017775,79.591453690956,79.199623829237,77.094274173805,79.963942600182,86.180325529732,90.129203480218,93.179205448306,100,101.267385497505,85.623714010752,95.51552369292,101.277264999989,104.729318752993
"Índice de volumen físico base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Oaxaca<C1>",111.979712734581,112.984345636043,117.375480097849,121.389393169638,122.426738118081,128.570646336402,119.071980500784,98.904864796269,98.381120567356,93.346517634568,94.172464447925,94.462840132064,100.215430873772,103.660394812517,94.666906575565,100,101.569247148734,90.145034918646,97.509765363054,108.232836025947,111.531998579045
"Índice de volumen físico base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Puebla<C1>",86.629468657729,86.862463554383,92.970992937292,95.522031203139,97.14556539193,100.048281386873,84.027949437173,84.031109133828,87.457701961351,90.137700802214,86.357669282058,86.131211989809,89.94718942364,91.503540780511,100.528398166468,100,100.303839310746,84.747550711386,91.142534527105,97.142896670238,103.690623888214
"Índice de volumen físico base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Querétaro<C1>",70.422521616915,75.295528140024,78.57700047322,82.427375859313,85.645226850682,85.754556094043,74.333404623554,79.538251493359,86.453807372223,86.310671622591,84.133043475511,87.974587562805,95.027725206844,95.505678696901,95.494341697701,100,100.415692697195,88.190178679614,97.461294699487,101.144513421338,107.842667753506
"Índice de volumen físico base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Quintana Roo<C1>",57.951683726449,61.726834081289,61.075117589033,64.861172308006,71.929154466719,78.726575855705,69.229996761073,69.579358129064,71.088814313815,73.789180686895,74.273374366777,76.948211876314,85.378076068031,93.26447292649,97.28564170112,100,98.491959575233,65.09941910916,84.90930513521,98.033531973998,93.746546731714
"Índice de volumen físico base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|San Luis Potosí<C1>",64.080488646878,68.581055394515,71.339767654434,73.517560092021,71.849976798987,77.771574146804,67.776741962806,67.639373796273,73.352392639409,75.330485152749,76.506280346506,79.100723144827,83.852329046271,90.854447186947,98.903570440232,100,94.75769616736,85.30649097257,89.071138359101,92.471914195386,106.783490522526
"Índice de volumen físico base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Sinaloa<C1>",94.788632180094,95.911480911767,99.608079381771,104.19946170837,103.56967058866,111.078853821329,99.677173151504,92.827897670519,90.770488227046,91.40956697436,88.28215376449,87.98473157643,93.110007087042,95.921313801265,96.956275403241,100,100.005252689584,87.147063903285,98.629470596593,102.003160428818,102.461852909879
"Índice de volumen físico base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Sonora<C1>",82.086523996004,85.484754742213,90.308312427571,105.897491876849,104.689638668035,112.726419765145,94.246783897405,95.223446057632,97.856857163091,97.844175261032,99.335678010373,100.487961288617,106.388956453327,105.669583538741,100.95533362472,100,100.262131567974,83.573324554527,98.335440020351,111.419732318186,123.807685170367
"Índice de volumen físico base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Tabasco<C1>",98.009585341157,99.494054847464,103.631931464723,109.425910575144,103.932635684291,112.21679273863,101.62622713369,95.780659129335,96.097730997981,96.618357169089,95.745855875517,95.664142294123,109.62621628059,105.766582364474,102.854944789984,100,97.804865063693,83.318534983943,107.478028337739,116.555217056146,114.991101924108
"Índice de volumen físico base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Tamaulipas<C1>",80.005562307365,84.024982652034,88.177299363851,93.807510289781,93.996343196472,99.8369924681,84.601417450615,81.52169672607,80.644656040068,83.749496182605,81.299754972405,86.075968906607,92.838455510879,94.471546951277,95.986488092261,100,104.532424398151,93.599940552116,101.873103580747,105.385517870546,107.014183910122
"Índice de volumen físico base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Tlaxcala<C1>",84.242686684655,92.126768334723,84.258826979807,89.816583539119,85.385048936448,88.516977317067,78.999461164112,78.648296611648,79.634319956462,77.732135532364,76.60000911528,83.823911750297,92.757263429119,94.305147902963,97.099487680311,100,99.600436111206,88.978020861493,95.61573340456,97.102870893046,101.432036374062
"Índice de volumen físico base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Veracruz de Ignacio de la Llave<C1>",106.875148734196,107.937875044693,107.310419836409,110.886728255229,109.488516844813,115.250144099928,103.947819622887,99.448032866543,97.806368655777,96.850107079645,92.595624586675,97.841238998158,103.365856544246,102.352116579064,99.977396441726,100,103.040607229602,91.20597479012,100.658831334995,104.426690996163,107.59302490817
"Índice de volumen físico base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Yucatán<C1>",75.679951007661,78.324553215219,82.533357914845,86.038172054502,86.1470743982,89.502267827301,79.326265043936,77.121369764718,78.870607945505,77.751135742405,74.577606235505,77.660389504182,81.573587432706,84.807585857463,90.416845208371,100,100.996282713136,88.130290315955,98.880133471663,104.485055244966,110.81182079621
"Índice de volumen físico base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Zacatecas<C1>",64.966718105423,68.572864173683,77.876848193656,83.161190501524,84.666778897281,92.109715353659,87.364154331334,94.105573459207,81.07087630916,81.011625680935,69.536524399578,82.915475826998,88.976236265894,88.430259270065,88.461589353005,100,95.47821962071,85.609605262265,91.036023202499,92.377988480818,87.897048217553
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Estados Unidos Mexicanos<C1>",393218.19499999995,390359.29999999993,395704.37100000004,400790.91400000005,437329.705,315665.455,504085.35099999997,543382.7409999999,506080.59599999996,482273.702,634182.282,902717.9119999998,1070730.811,1258366.98,1212103.874,1303024.8339999998,1429702.173,1469104.5779999997,1580612.1259999997,1419433.3670000003,1916625.5600000003
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Aguascalientes<C1>",4639.149,4708.406,4751.263,5103.669,6029.444,4414.517,6274.257,7199.048,6990.653,7128.074,9280.15,13650.009,16173.431,19234.127,18633.586,20551.179,22705.629,24565.909,25114.066,20637.792,29417.487
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Baja California<C1>",18270.669,17779.638,18379.186,19650.343,21281.117,15261.193,21251.374,22707.475,21070.683,20733.694,25879.489,36499.179,42789.33,53570.416,50881.182,54748.833,61883.639,66093.973,70663.372,64681.852,88120.425
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Baja California Sur<C1>",2019.478,2071.397,2318.875,2341.456,2900.526,1829.243,3593.486,3611.099,3249.299,3008.493,3896.673,5795.407,7212.094,8607.37,8392.264,9219.763,9992.297,8862.007,11725.47,11234.829,15281.101
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Campeche<C1>",2344.977,2215.974,2241.029,2016.604,2236.661,1070.739,2906.57,2847.794,2322.82,2087.793,3287.266,4865.067,9206.037,9508.867,8525.764,9183.129,10529.628,6852.747,11522.298,9925.148,14131.182
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Coahuila de Zaragoza<C1>",15907.744,15890.569,15055.138,14918.451,16130.41,10718.065,15462.654,18417.645,18711.071,18589.714,24399.129,34915.149,42151.045,53585.506,53160.816,58308.564,64748.183,68425.224,73625.336,63568.444,84152.233
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Colima<C1>",1449.559,1293.074,1271.513,1199.536,1432.484,398.449,2053.827,1987.841,1690.274,1051.784,1567.859,2852.92,3944.16,5113.496,4184.806,3993.67,5165.145,5763.157,6380.606,5460.396,8161.34
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Chiapas<C1>",5217.021,4642.489,4282.333,3622.801,4653.524,1721.727,6225.739,5955.608,4938.766,3732.169,6457.759,10105.757,13504.233,16116.285,13315.541,13380.994,15485.132,16512.418,16943.007,13737.811,21572.02
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Chihuahua<C1>",13394.621,13158.438,13051,13380.526,14871.16,10749.957,17042.864,17759.425,16173.09,17252.062,21260.908,31023.193,39151.437,45911.294,43352.15,43801.457,49136.838,52169.533,54137.842,48622.543,69684.322
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Ciudad de México<C1>",76910.869,77876.917,80552.35,82243.543,87268.814,66130.603,98700.044,107916.641,98942.902,95588.489,124112.241,164880.6,184549.108,201769.471,196410.121,211894.653,227935.4,231409.16,246364.184,231278.629,310236.527
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Durango<C1>",4174.019,3987.549,3787.071,3460.49,3641.384,2115.866,5034.133,4729.867,4220.718,3835.379,5872.814,8838.899,11145.573,13559.533,11861.509,12462.07,14237.999,14843.568,16092.866,12878.306,18489.621
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Guanajuato<C1>",15443.914,15235.572,14843.937,14743.982,15807.384,10722.364,19010.624,21245.781,20100.227,18872.516,26480.844,40960.061,50706.72,62604.421,61684.559,62815.407,67474.164,71059.18,76024.846,65881.741,87650.437
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Guerrero<C1>",4641.479,4595.842,4696.734,4289.646,4780.324,3035.168,6163.896,5848.441,5218.904,4199.23,6091.644,10256.528,11855.281,13461.173,11303.373,11868.951,14062.245,14497.278,15338.871,11940.263,17711.709
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Hidalgo<C1>",4670.773,4692.666,4548.106,4345.024,4861.009,2520.824,6028.295,6328.55,6153.698,5383.893,7322.703,11678.463,14749.942,17257.529,16384.175,18044.868,21289.339,22593.65,24134.948,22763.132,30526.944
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Jalisco<C1>",30144.618,30025.999,31076.611,31525.485,33889.741,27399.467,40768.326,44844.705,40440.02,40732.696,53678.742,79730.399,93273.073,105427.175,103343.427,110340.807,124081.859,126266.9,134483.431,126513.358,163880.535
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|México<C1>",43698.732,42848.596,45739.477,47847.214,51863.609,41684.515,57336.162,64942.113,65329.388,64504.263,81759.178,106838.698,110514.147,127229,127968.215,134298.416,141760.644,147660.886,157003.306,137741.728,178705.488
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Michoacán de Ocampo<C1>",7624.16,7294.195,6886.216,6291.359,6873.062,3530.519,9156.185,9096.528,7970.973,6698.882,10075.91,17214.855,23360.549,27029.167,26048.679,27365.069,30786.602,33249.745,34874.357,29507.547,43683.773
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Morelos<C1>",5403.817,5268.353,5211.128,4951.464,5281.673,3638.549,5995.045,6396.331,5897.731,5557.548,7467.663,10848.693,13210.77,15503.71,15183.498,15785.993,16554.041,16884.755,17719.348,14172.583,19528.871
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Nayarit<C1>",2223.148,2173.657,2337.022,2267.271,2272.028,1304.185,3030.447,3152.707,2933.169,2433.425,3617.298,4805.15,6067.789,7170.351,6672.064,7083.019,8454.858,8307.339,9468.705,9322.194,13653.81
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Nuevo León<C1>",32483.973,32941.02,33083.389,34367.795,38357.185,28567.483,42574.159,46252.103,42731.323,38402.082,49451.12,70148.992,86913.221,107966.122,105182.891,120319.824,130280.564,130240.133,142788.232,130528.982,170456.237
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Oaxaca<C1>",5550.07,5412.323,5144.179,5218.718,5877.483,3647.306,7393.279,6434.546,5708.656,4531.38,7476.312,10935.849,13989.106,16307.079,14307.73,16217.267,18304.707,19454.643,20635.196,18731.582,26679.153
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Puebla<C1>",13985.061,13493.249,14230.399,13773.965,15195.053,10929.091,16834.621,17907.675,17138.503,16328.001,20948.321,29284.47,34977.156,41751.264,43399.384,45827.184,50913.494,52082.722,53465.327,46956.629,65580.419
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Querétaro<C1>",8269.55,8715.888,9244.374,9450.615,10457.255,7679.455,11470.17,13185.048,13491.7,12832.175,16107.767,23015.148,28221.35,33717.073,32942.488,36676.372,39892.898,41651.599,44437.153,39482.84,52037.076
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Quintana Roo<C1>",6497.201,6741.958,6417.813,6801.858,8126.823,7132.983,9403.571,10616.411,9510.843,10294.713,12476.53,17619.86,20715.885,25048.374,24638.332,26558.174,28461.562,22282.322,28442.552,29523.594,34081.275
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|San Luis Potosí<C1>",6356.186,6388.283,6309.939,6169.963,6621.726,4032.891,8011.771,8358.319,8271.506,7074.346,10503.53,15241.354,18993.54,25800.704,25916.465,28619.44,29007.657,32231.834,32821.737,27422.904,41850.399
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Sinaloa<C1>",7117.791,6765.638,6817.752,6485.253,7165.253,4161.202,9214.715,9198.387,7822.404,6768.437,10046.204,14836.543,18742.734,21927.026,20528.34,22007.773,24929.592,25544.249,27904.817,23651.532,33227.63
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Sonora<C1>",10425.94,10294.782,10572.757,11631.22,12751.51,9328.996,14740.461,15535.032,14505.512,13204.55,18591.871,25992.13,32747.208,40612.368,37124.689,38535.229,42829.621,43658.302,49194.565,46920.708,68133.834
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Tabasco<C1>",4751.07,4846.445,4596.844,4680.875,4741.156,2920.09,6079.134,6257.767,5096.997,4723.655,7483.985,10731.966,13198.999,14542.648,12836.22,13636.656,14926.91,14967.415,18353.221,15631.767,21635.635
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Tamaulipas<C1>",12081.221,11887.298,11872.64,11918.617,13249.189,9201.912,15075.317,14722.33,13531.688,13399.782,16406.402,24592.085,30138.816,36524.595,34381.474,37962.663,43008.467,45111.166,48825.195,42483.468,55628.463
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Tlaxcala<C1>",2885.578,3055.577,2710.179,2809.03,2801.682,2005.37,3096.083,3372.202,3126.973,2813.2,3817.075,5947.745,7288.802,8427.656,8441.573,9281.119,9803.725,10344.603,10767.896,9168.021,12099.955
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Veracruz de Ignacio de la Llave<C1>",15570.043,14857.772,13906.181,13189.531,14749.241,8940.525,20193.098,21049.183,18876.77,16997.541,22685.572,34833.754,43041.163,49760.061,42310.682,44559.356,50654.886,52716.663,55830.856,47101.678,67714.291
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Yucatán<C1>",4847.197,4686.277,4800.59,4688.081,5251.905,3341.167,6337.757,6645.375,6178.911,5812.138,7630.848,11447.742,13165.533,15594.235,15311.347,17498.246,19531.87,20113.646,21881.159,19653.173,27098.192
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos|Zacatecas<C1>",4218.567,4513.459,4968.346,5406.529,5909.89,5531.034,7627.287,8860.764,7734.424,7701.598,8048.475,12331.247,15032.579,17728.884,17476.53,20178.689,20872.578,22687.852,23647.361,22308.193,25815.176
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Estados Unidos Mexicanos<C1>",NA,-0.727050537425,1.369269542188,1.285440185345,9.116671492209,-27.819800166559,59.689742103709,7.795780996619,-6.864801213846,-4.704170479597,31.498416639769,42.343603349045,18.611893789474,17.524121569338,-3.676439920571,7.501086495166,9.721790076029,2.755986928195,7.590170888434,-10.197236649569,35.027512002964
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Aguascalientes<C1>",NA,1.492881560821,0.910223120096,7.417101515955,18.139401281705,-26.784011925478,42.127825082563,14.73945042417,-2.894757751303,1.965782023511,30.191549638794,47.088236720312,18.486595869644,18.924222077554,-3.122268039511,10.291057233965,10.483340152893,8.193034423314,2.231372753192,-17.823772542447,42.541832963526
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Baja California<C1>",NA,-2.687537057346,3.3721046514,6.916285628754,8.298959463456,-28.28763170655,39.251066414008,6.851796970869,-7.208163831514,-1.599326419557,24.818515214896,41.035161088382,17.233678050676,25.195734544103,-5.019998351329,7.601338742484,13.031886907982,6.803630277786,6.913488163285,-8.46480974613,36.236706704069
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Baja California Sur<C1>",NA,2.570911889112,11.947395887896,0.973791170287,23.877023527241,-36.934094022946,96.446617535232,0.490136875446,-10.019110525632,-7.411013883302,29.522422023252,48.727055105727,24.444995838946,19.346336861389,-2.499090895361,9.860259400801,8.379109094236,-11.311613335753,32.311676124833,-4.184403695545,36.015430230402
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Campeche<C1>",NA,-5.501247986654,1.130654060021,-10.014372861752,10.912256446977,-52.127792276076,171.454574831028,-2.022177343054,-18.434409230443,-10.118175321377,57.451720548924,47.997363158321,89.227342603915,3.289471897625,-10.338802719609,7.7103354022,14.662747305412,-34.919381767333,68.141301583146,-13.861384248177,42.377544395308
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Coahuila de Zaragoza<C1>",NA,-0.107966283591,-5.257401418414,-0.907909313086,8.123893023478,-33.553672845266,44.267216143959,19.110503281002,1.593178715303,-0.648583931941,31.250695949384,43.099981150967,20.724230619781,27.127348800012,-0.79254640238,9.683350232999,11.044036344301,5.678987161694,7.599700367806,-13.659553282039,32.380514143149
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Colima<C1>",NA,-10.795352241613,-1.667421972756,-5.660736461208,19.419842339038,-72.184750405589,415.455428423713,-3.212831460488,-14.969356201024,-37.77434901087,49.066633453257,81.962791296922,38.249933401568,29.647275972577,-18.161547403186,-4.56738018441,29.333294939241,11.577835665795,10.713728603958,-14.42198436951,49.464251310711
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Chiapas<C1>",NA,-11.012644955809,-7.757821289399,-15.40123105793,28.450996894392,-63.001652081304,261.598499645995,-4.338938718761,-17.073689201841,-24.431143326086,73.029651122444,56.490153937302,33.6291086358,19.34246839491,-17.378347429324,0.491553441201,15.724825823851,6.634015131418,2.607667756473,-18.917515645245,57.026617996128
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Chihuahua<C1>",NA,-1.763267508651,-0.816495088551,2.524909968585,11.140324378877,-27.712720460273,58.538903923058,4.204463522093,-8.932355636514,6.671402929187,23.236909303943,45.916594907424,26.20053970589,17.265923087319,-5.574105578466,1.036412265597,12.180829966455,6.171937640757,3.772908988854,-10.187511722392,43.316901380498
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Ciudad de México<C1>",NA,1.256061740766,3.435463424932,2.099495545443,6.110231656727,-24.221952873108,49.250179980969,9.337986718628,-8.315435800119,-3.39025127846,29.84015366118,32.847975889824,11.928940093619,9.331046455126,-2.656174877913,7.883774991412,7.57015185277,1.524010750414,6.462589467072,-6.123274396087,34.13972935649
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Durango<C1>",NA,-4.467397009932,-5.027599660844,-8.623577429628,5.227409991071,-41.893906273,137.923053728355,-6.04405962258,-10.764552153369,-9.129702576671,53.122129520968,50.505345478335,26.096847582487,21.658464755468,-12.522732161941,5.063107906422,14.250674245932,4.253188948812,8.41642656267,-19.975062241865,43.571840892739
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Guanajuato<C1>",NA,-1.34902331106,-2.570530335192,-0.673372569555,7.212447763433,-32.168637138188,77.298812090319,11.757409961925,-5.391912869666,-6.107945945088,40.314327988913,54.678079747005,23.795518761557,23.463755888766,-1.469324346918,1.83327565007,7.41658332326,5.31316845956,6.988071069776,-13.341829064672,33.042077622084
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Guerrero<C1>",NA,-0.983242625896,2.195288697914,-8.667469777935,11.438659507102,-36.507065211479,103.082531181141,-5.117785893857,-10.764184848578,-19.538086923998,45.065738242487,68.370443184139,15.587662803631,13.545794486019,-16.029806614921,5.003621485374,18.479257349702,3.093624097717,5.805179427476,-22.156832794278,48.336003989192
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Hidalgo<C1>",NA,0.468723271287,-3.080551652302,-4.465199359909,11.875308398757,-48.141959827682,139.139860617005,4.980761558616,-2.762907775083,-12.509632419401,36.011302602039,59.482953220962,26.300370177137,17.000656680548,-5.060712921299,10.135957410123,17.980020690647,6.126592281705,6.82181940501,-5.68394015185,34.106958567916
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Jalisco<C1>",NA,-0.393499761715,3.499007643343,1.444411039544,7.499507144775,-19.151146655267,48.792405341316,9.998887371534,-9.822084903892,0.72372862328,31.782934279626,48.532540125475,16.985584130841,13.030665345399,-1.976480921546,6.770996669193,12.453282129793,1.760967330446,6.507272293847,-5.926434907807,29.536151431535
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|México<C1>",NA,-1.945447753495,6.746734478768,4.608135331324,8.394208699382,-19.62665961021,37.547868794923,13.265539119971,0.59633877327,-1.263022699677,26.750038210653,30.67486808637,3.440185128426,15.12462743797,0.581011404633,4.946697896818,5.556452728378,4.162115685648,6.326942938701,-12.268262682316,29.739542689634
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Michoacán de Ocampo<C1>",NA,-4.327886613083,-5.593201168875,-8.638372656333,9.246062734617,-48.632516336969,159.343881168746,-0.651548652632,-12.373457213565,-15.959042892254,50.411814986441,70.851615387593,35.699946354471,15.70433126379,-3.627518376722,5.053576805181,12.503286580421,8.000697836026,4.886088600078,-15.388986239947,48.042712598238
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Morelos<C1>",NA,-2.50682064178,-1.086202841761,-4.982875108806,6.66891650631,-31.109915362045,64.764718023586,6.693627820975,-7.795093781107,-5.768031807487,34.369743635143,45.275610321462,21.772917714604,17.356596171154,-2.065389509995,3.968090883932,4.865376539822,1.997784106008,4.942878946126,-20.016340330355,37.793308389868
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Nayarit<C1>",NA,-2.226167578587,7.515675196225,-2.984610328872,0.209811707555,-42.59819861375,132.363276682373,4.034388326211,-6.963476149227,-17.037681770126,48.650482344843,32.838101809693,26.27678636463,18.170737314696,-6.949269289607,6.159338399632,19.367998306937,-1.744783886376,13.980000093893,-1.547318244681,46.465628155775
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Nuevo León<C1>",NA,1.406992303558,0.432193660063,3.88232898389,11.607931204199,-25.522472517209,49.030136816744,8.638911692889,-7.612151170726,-10.131305787092,28.771976477734,41.855213794956,23.89803263317,24.222898148028,-2.577874381744,14.391060044166,8.278552668096,-0.031033792577,9.634587059275,-8.585616495343,30.588804408204
