Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|55---Corporativos<C1>,45.71314088,56.07780495,60.89385255,61.77486175,60.8202847,74.60627289,69.47010651,66.52880743,68.78961818,70.54719082,70.76042308,70.04808388,71.20994793,81.55419557,91.62527415,100,103.3210262,106.8593805,114.8102129,116.7569442,120.117685,
"Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|56---Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación<C1>",53.21171365,56.08321264,59.53782675,62.03894192,64.73288859,68.21309205,71.81345571,73.70695012,76.34122799,80.64119777,82.40186758,85.49627907,88.85574448,93.45216816,97.07992452,100,102.5971855,104.4372149,106.4124361,112.2247911,117.4593674,
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|61---Servicios educativos<C1>,39.4088029,42.29504725,45.88625964,49.32406852,52.9530424,57.06547556,59.80891938,63.49780168,67.05543395,73.29789249,77.59237022,82.60940041,88.04754939,91.52655305,95.01513611,100,105.3046007,108.8469676,113.7282856,118.7121052,125.6403029,
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|62---Servicios de salud y de asistencia social<C1>,39.82261677,42.52130924,43.56676691,42.98780336,46.2777942,51.92803484,54.03300214,57.79256268,62.95731459,66.52088108,72.13653727,77.01231118,85.09071292,87.61523955,94.51435169,100,105.334904,116.2807002,119.3180372,125.6837631,134.5100031,
"Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|71---Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos<C1>",51.90318185,54.32532672,57.29005761,60.60562083,64.97679543,68.85155131,72.14123812,73.86349337,76.89244442,79.16449634,84.12893116,87.55386679,88.70599255,91.42448754,95.66877808,100,103.9551008,105.8191974,109.3308538,113.4226042,119.7020794,
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|72---Servicios de alojamiento temporal y de preparación de alimentos y bebidas<C1>,49.9281351,54.5242219,51.41760798,53.53760362,53.17355172,55.46290869,60.54814833,64.64506252,67.11051272,67.75738836,66.82529145,71.62206484,83.90689348,92.33936221,105.7247447,100,105.1455471,108.4111991,109.8071456,125.1585972,138.1414489,
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|81---Otros servicios excepto actividades gubernamentales<C1>,54.9073607,57.54812189,60.29010083,63.4932578,66.16823517,68.49275938,70.38164084,73.48786044,76.0160824,78.81050153,81.82830501,85.25649298,87.91167873,91.71390357,96.71490696,100,105.0278607,113.6769643,122.3862803,137.5671011,152.989098,
"Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|93---Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales<C1>",41.34421483,45.484248,49.32451902,53.91384936,58.92454316,63.00959832,67.28371051,71.46468941,75.58121563,79.31749549,81.2458075,85.22226963,86.40966468,90.17069758,95.2280578,100,106.6010001,112.7839568,117.2757287,124.4070223,132.5277536,
Variación porcentual anual de los índices de precios implícitos|B.1bP---Producto interno bruto<C1>,NA,5.681351498,4.273726265,4.028614071,5.530579634,5.166665229,7.925490804,4.004317796,4.08170348,5.467642417,3.721076199,4.996173203,5.1887477,7.261544875,5.406026141,4.313802942,4.511862706,6.208618489,4.038600289,7.241268781,4.971667287,
"Variación porcentual anual de los índices de precios implícitos|D.21-D.31---Impuestos sobre los productos, netos",NA,-2.700000484,-1.405440195,-3.197688316,8.003397564,-24.57490471,68.25594594,9.389291794,-5.906536707,-3.856813544,32.34201013,41.66336505,10.83525384,12.51903211,-3.280316334,3.74969276,7.857634298,21.16406312,-3.983247845,-12.45438149,26.31383819,
Variación porcentual anual de los índices de precios implícitos|B.1bV---Valor agregado bruto|Actividad económica total  <C1>,NA,6.132867581,4.648776055,4.372674837,5.296800393,6.75289165,5.741746464,3.604774563,4.382473322,5.885609154,2.581380426,3.221730055,4.802654632,6.899428875,6.051505569,4.35180234,4.278880723,5.251986846,4.610729475,8.698928523,3.683280975,
Variación porcentual anual de los índices de precios implícitos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias<C1>,NA,0.047927648,-4.998926702,10.71132219,-1.468103588,5.704856777,9.132645029,9.59419475,2.556028678,8.672185541,4.115624119,4.807155531,5.999743641,6.179552679,14.7713361,9.865512343,9.205317649,3.386380323,12.74072385,16.38746658,10.28464761,
"Variación porcentual anual de los índices de precios implícitos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza<C1>",NA,0.047927648,-4.998926702,10.71132219,-1.468103588,5.704856777,9.132645029,9.59419475,2.556028678,8.672185541,4.115624119,4.807155531,5.999743641,6.179552679,14.7713361,9.865512343,9.205317649,3.386380323,12.74072385,16.38746658,10.28464761,
"Variación porcentual anual de los índices de precios implícitos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|111---Agricultura<C1>",NA,-11.74467029,-10.27578156,22.4735136,1.417772988,-2.397313541,19.45377846,14.87834007,3.424805052,-1.9653361,-6.119900775,4.527218417,11.16988119,12.58086917,26.26392071,15.11065443,13.10771952,5.66466908,17.09001762,18.92261515,10.77899169,
"Variación porcentual anual de los índices de precios implícitos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|112---Cría y explotación de animales<C1>",NA,12.62481234,0.389444348,1.32963936,-2.688059883,14.17397584,0.266492238,4.918574501,3.29190977,17.40855335,14.89977577,9.679338204,0.163484561,0.916779417,4.860083763,4.465441435,4.803482174,0.605872665,8.187912755,12.2370712,10.83580569,
"Variación porcentual anual de los índices de precios implícitos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|114---Pesca, caza y captura<C1>",NA,3.978814145,7.240567697,0.003341489,-4.803564021,24.33594996,-15.52012899,17.13106776,-17.04550108,9.649154647,5.347620813,-8.797035052,10.25843989,2.963204762,9.396738664,22.96917324,28.15362309,30.75312218,-18.67319064,31.78280905,2.639081108,
"Variación porcentual anual de los índices de precios implícitos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|113,115---Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales<C1>",NA,-0.078611141,-1.779814408,5.128249047,3.531484009,2.315016303,-8.526758535,7.572294797,-0.886703947,5.848945559,-3.282709191,2.750023033,2.161595235,4.527528432,5.143450218,3.595397219,2.334336447,3.50109018,7.797450249,10.00885963,4.820127802,
Variación porcentual anual de los índices de precios implícitos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias<C1>,NA,6.370090175,2.527414961,3.203112107,4.042879963,6.858146471,7.313060991,1.871906039,6.280402005,6.012547978,2.019664369,3.03461344,4.979432465,8.581150997,5.839652745,4.131172547,4.462751331,5.976133462,3.469321859,9.817186972,3.34417172,
Variación porcentual anual de los índices de precios implícitos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería<C1>,NA,11.70615323,8.297543198,10.46734005,45.68104605,-0.703075603,11.91920381,5.658235441,12.46567135,-16.11997503,14.53560755,12.67596063,-22.51395379,28.90881534,19.11906346,1.520881618,-0.251659678,8.226469448,9.911892739,-15.95165957,10.3470873,
Variación porcentual anual de los índices de precios implícitos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería|21-1---Minería petrolera<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Variación porcentual anual de los índices de precios implícitos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería|21-2---Minería no petrolera<C1>,NA,11.70615323,8.297543198,10.46734005,45.68104605,-0.703075603,11.91920381,5.658235441,12.46567135,-16.11997503,14.53560755,12.67596063,-22.51395379,28.90881534,19.11906346,1.520881618,-0.251659678,8.226469448,9.911892739,-15.95165957,10.3470873,
"Variación porcentual anual de los índices de precios implícitos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|22---Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final<C1>",NA,-2.301746154,4.550650554,-2.829928387,1.805006445,8.494552674,5.687955566,-1.03131828,0.330133507,-0.107073023,6.712743075,5.916234848,-4.143410906,5.638436467,24.61619206,10.85514061,10.92785368,-1.124346263,15.75877654,29.30260024,14.75158007,
Variación porcentual anual de los índices de precios implícitos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|23---Construcción<C1>,NA,10.79925673,1.832105706,4.859970861,3.519033702,9.722234596,2.603555155,0.925773686,9.159067333,5.882408231,-1.522802243,2.465066356,3.128834956,9.003013126,12.39647337,10.76996466,3.929742903,4.252401776,12.57767069,14.83374066,3.794782993,
Variación porcentual anual de los índices de precios implícitos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras<C1>,NA,5.908707264,2.681366692,2.889283831,4.269565826,6.242484859,8.822166042,2.229765102,5.826591821,6.917398165,2.51557061,2.100746216,7.036671717,8.246418049,2.92800169,1.728186809,4.318234478,6.891353381,0.266547072,8.30365846,2.197709293,
Variación porcentual anual de los índices de precios implícitos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|311---Industria alimentaria<C1>,NA,7.02499229,2.278893191,2.399201678,12.6276566,10.55415885,12.90944959,7.080223536,8.53401022,7.201308454,5.312533529,0.04019632,1.668675079,6.091090863,4.28797109,-0.172975946,2.727473529,4.556860785,6.024767725,13.43537983,5.075182339,
Variación porcentual anual de los índices de precios implícitos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|312---Industria de las bebidas y del tabaco<C1>,NA,3.415113829,8.563841372,3.705345655,1.32561881,2.807921122,14.54436341,1.43874192,1.772910866,1.863916302,4.670265292,14.83749734,6.089254227,7.57053397,5.729525832,6.243781147,6.307235036,10.06893079,3.020414163,8.226160325,7.421071772,
"Variación porcentual anual de los índices de precios implícitos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|313-314---Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir<C1>",NA,0.241769145,4.909806452,3.664884884,2.857807655,2.802846671,6.057181027,7.021782408,8.100748857,-1.829447075,5.560662013,1.083519002,0.112244332,3.904803796,12.69722637,-0.563681536,2.912391655,2.904507181,6.033110608,3.870929035,0.995681342,
"Variación porcentual anual de los índices de precios implícitos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|315-316---Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos<C1>",NA,2.893899152,2.875622952,3.43393668,2.645249613,5.003852406,4.874400957,1.776253763,8.261230791,6.658330697,2.037332551,1.804866486,5.936641589,3.21442033,1.946817936,-2.009121931,4.310659648,2.981560797,1.481787509,6.490068344,3.415650557,
Variación porcentual anual de los índices de precios implícitos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|321---Industria de la madera<C1>,NA,4.997426224,6.686338696,3.004754915,5.559535346,0.413590004,12.47026956,8.068948159,8.495935624,-1.504913688,4.084781467,-0.737207138,8.982449921,7.581881593,8.045334009,-1.172693148,6.127601368,3.615073783,6.491070107,11.83723804,3.030960208,
Variación porcentual anual de los índices de precios implícitos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|322-323---Industria del papel; Impresión e industrias conexas<C1>,NA,5.837633299,6.195291708,2.274108275,4.15715316,6.845064194,8.162302485,1.787561603,3.777269379,8.983375345,9.593208264,-1.966011306,2.974292902,4.219532631,3.809796667,4.523575259,4.72405379,4.079185592,4.892468361,9.231807099,5.906648933,
Variación porcentual anual de los índices de precios implícitos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|324-326---Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule<C1>,NA,13.36930188,6.669865669,3.19011889,1.562675753,5.357251537,2.609188156,0.651722197,5.994372697,8.196646763,6.913628739,0.345678237,5.712346458,6.329445681,2.147767679,-0.088161439,4.129492834,3.928868874,1.302969446,12.26744555,1.552272697,
Variación porcentual anual de los índices de precios implícitos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|327---Fabricación de productos a base de minerales no metálicos<C1>,NA,1.110005689,-0.598592821,1.371454148,6.035431563,3.257481072,12.16731862,-7.191615787,-1.296320959,5.119296275,8.431132481,6.969782766,9.882299522,1.705482331,8.081140796,7.587194949,9.276474635,9.76674552,2.787644602,10.07307485,5.011596126,
Variación porcentual anual de los índices de precios implícitos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|331-332---Industrias metálicas básicas; Fabricación de productos metálicos<C1>,NA,25.12844011,-4.448023968,10.00453266,6.547501064,20.49402705,-0.669004693,0.356092642,8.959474606,8.242237132,1.026619287,-0.840316808,8.95610266,5.376666928,5.059640539,7.36908456,3.783669754,6.07900865,14.16063765,8.744150442,-6.779055078,
